#    L    TT             EE             TE          
  1984    0.20763E+03    0.10997E+02   -0.23462E+02
  1985    0.20786E+03    0.10934E+02   -0.23543E+02
  1986    0.20809E+03    0.10871E+02   -0.23619E+02
  1987    0.20831E+03    0.10808E+02   -0.23691E+02
  1988    0.20854E+03    0.10744E+02   -0.23759E+02
  1989    0.20878E+03    0.10679E+02   -0.23822E+02
  1990    0.20902E+03    0.10613E+02   -0.23883E+02
  1991    0.20925E+03    0.10545E+02   -0.23938E+02
  1992    0.20948E+03    0.10478E+02   -0.23989E+02
  1993    0.20971E+03    0.10410E+02   -0.24036E+02
  1994    0.20995E+03    0.10340E+02   -0.24079E+02
  1995    0.21020E+03    0.10270E+02   -0.24118E+02
  1996    0.21043E+03    0.10198E+02   -0.24153E+02
  1997    0.21067E+03    0.10126E+02   -0.24182E+02
  1998    0.21091E+03    0.10055E+02   -0.24207E+02
  1999    0.21114E+03    0.99810E+01   -0.24230E+02
  2000    0.21138E+03    0.99077E+01   -0.24246E+02
  2001    0.21161E+03    0.98340E+01   -0.24259E+02
  2002    0.21185E+03    0.97592E+01   -0.24268E+02
  2003    0.21208E+03    0.96839E+01   -0.24272E+02
  2004    0.21231E+03    0.96081E+01   -0.24273E+02
  2005    0.21254E+03    0.95312E+01   -0.24268E+02
  2006    0.21276E+03    0.94554E+01   -0.24261E+02
  2007    0.21298E+03    0.93777E+01   -0.24247E+02
  2008    0.21320E+03    0.92995E+01   -0.24231E+02
  2009    0.21342E+03    0.92217E+01   -0.24209E+02
  2010    0.21363E+03    0.91435E+01   -0.24184E+02
  2011    0.21384E+03    0.90642E+01   -0.24155E+02
  2012    0.21405E+03    0.89853E+01   -0.24122E+02
  2013    0.21424E+03    0.89052E+01   -0.24084E+02
  2014    0.21444E+03    0.88262E+01   -0.24042E+02
  2015    0.21463E+03    0.87461E+01   -0.23997E+02
  2016    0.21483E+03    0.86664E+01   -0.23947E+02
  2017    0.21500E+03    0.85864E+01   -0.23894E+02
  2018    0.21518E+03    0.85061E+01   -0.23836E+02
  2019    0.21535E+03    0.84257E+01   -0.23773E+02
  2020    0.21552E+03    0.83451E+01   -0.23708E+02
  2021    0.21568E+03    0.82649E+01   -0.23638E+02
  2022    0.21583E+03    0.81845E+01   -0.23565E+02
  2023    0.21598E+03    0.81040E+01   -0.23488E+02
  2024    0.21612E+03    0.80236E+01   -0.23407E+02
  2025    0.21625E+03    0.79432E+01   -0.23322E+02
  2026    0.21638E+03    0.78629E+01   -0.23234E+02
  2027    0.21650E+03    0.77828E+01   -0.23142E+02
  2028    0.21661E+03    0.77028E+01   -0.23046E+02
  2029    0.21672E+03    0.76230E+01   -0.22946E+02
  2030    0.21681E+03    0.75433E+01   -0.22844E+02
  2031    0.21690E+03    0.74638E+01   -0.22738E+02
  2032    0.21699E+03    0.73846E+01   -0.22628E+02
  2033    0.21706E+03    0.73057E+01   -0.22515E+02
  2034    0.21713E+03    0.72271E+01   -0.22398E+02
  2035    0.21718E+03    0.71488E+01   -0.22278E+02
  2036    0.21723E+03    0.70708E+01   -0.22155E+02
  2037    0.21728E+03    0.69933E+01   -0.22029E+02
  2038    0.21729E+03    0.69160E+01   -0.21900E+02
  2039    0.21732E+03    0.68392E+01   -0.21767E+02
  2040    0.21734E+03    0.67628E+01   -0.21631E+02
  2041    0.21734E+03    0.66868E+01   -0.21492E+02
  2042    0.21734E+03    0.66114E+01   -0.21351E+02
  2043    0.21732E+03    0.65365E+01   -0.21206E+02
  2044    0.21730E+03    0.64620E+01   -0.21059E+02
  2045    0.21727E+03    0.63881E+01   -0.20909E+02
  2046    0.21724E+03    0.63147E+01   -0.20756E+02
  2047    0.21718E+03    0.62419E+01   -0.20601E+02
  2048    0.21712E+03    0.61697E+01   -0.20442E+02
  2049    0.21705E+03    0.60982E+01   -0.20282E+02
  2050    0.21697E+03    0.60272E+01   -0.20119E+02
  2051    0.21687E+03    0.59569E+01   -0.19953E+02
  2052    0.21677E+03    0.58873E+01   -0.19785E+02
  2053    0.21665E+03    0.58184E+01   -0.19614E+02
  2054    0.21653E+03    0.57502E+01   -0.19442E+02
  2055    0.21639E+03    0.56827E+01   -0.19268E+02
  2056    0.21625E+03    0.56160E+01   -0.19091E+02
  2057    0.21610E+03    0.55501E+01   -0.18912E+02
  2058    0.21594E+03    0.54848E+01   -0.18732E+02
  2059    0.21577E+03    0.54205E+01   -0.18549E+02
  2060    0.21558E+03    0.53568E+01   -0.18364E+02
  2061    0.21539E+03    0.52941E+01   -0.18177E+02
  2062    0.21519E+03    0.52322E+01   -0.17989E+02
  2063    0.21497E+03    0.51712E+01   -0.17799E+02
  2064    0.21474E+03    0.51110E+01   -0.17608E+02
  2065    0.21450E+03    0.50518E+01   -0.17415E+02
  2066    0.21426E+03    0.49935E+01   -0.17222E+02
  2067    0.21400E+03    0.49360E+01   -0.17027E+02
  2068    0.21372E+03    0.48795E+01   -0.16831E+02
  2069    0.21345E+03    0.48240E+01   -0.16633E+02
  2070    0.21315E+03    0.47694E+01   -0.16435E+02
  2071    0.21284E+03    0.47158E+01   -0.16235E+02
  2072    0.21253E+03    0.46632E+01   -0.16035E+02
  2073    0.21221E+03    0.46116E+01   -0.15833E+02
  2074    0.21188E+03    0.45610E+01   -0.15631E+02
  2075    0.21153E+03    0.45113E+01   -0.15428E+02
  2076    0.21117E+03    0.44628E+01   -0.15224E+02
  2077    0.21081E+03    0.44153E+01   -0.15021E+02
  2078    0.21043E+03    0.43688E+01   -0.14815E+02
  2079    0.21003E+03    0.43234E+01   -0.14611E+02
  2080    0.20964E+03    0.42790E+01   -0.14404E+02
  2081    0.20923E+03    0.42358E+01   -0.14199E+02
  2082    0.20881E+03    0.41935E+01   -0.13992E+02
  2083    0.20839E+03    0.41524E+01   -0.13787E+02
  2084    0.20794E+03    0.41125E+01   -0.13581E+02
  2085    0.20750E+03    0.40735E+01   -0.13374E+02
  2086    0.20704E+03    0.40357E+01   -0.13167E+02
  2087    0.20657E+03    0.39991E+01   -0.12961E+02
  2088    0.20609E+03    0.39635E+01   -0.12756E+02
  2089    0.20560E+03    0.39291E+01   -0.12550E+02
  2090    0.20510E+03    0.38958E+01   -0.12344E+02
  2091    0.20460E+03    0.38636E+01   -0.12139E+02
  2092    0.20408E+03    0.38326E+01   -0.11935E+02
  2093    0.20355E+03    0.38027E+01   -0.11729E+02
  2094    0.20301E+03    0.37740E+01   -0.11525E+02
  2095    0.20247E+03    0.37463E+01   -0.11323E+02
  2096    0.20191E+03    0.37200E+01   -0.11121E+02
  2097    0.20135E+03    0.36946E+01   -0.10919E+02
  2098    0.20078E+03    0.36705E+01   -0.10719E+02
  2099    0.20020E+03    0.36475E+01   -0.10518E+02
  2100    0.19961E+03    0.36258E+01   -0.10319E+02
  2101    0.19901E+03    0.36051E+01   -0.10121E+02
  2102    0.19840E+03    0.35857E+01   -0.99241E+01
  2103    0.19779E+03    0.35673E+01   -0.97282E+01
  2104    0.19717E+03    0.35501E+01   -0.95334E+01
  2105    0.19653E+03    0.35340E+01   -0.93399E+01
  2106    0.19589E+03    0.35191E+01   -0.91476E+01
  2107    0.19525E+03    0.35054E+01   -0.89568E+01
  2108    0.19459E+03    0.34927E+01   -0.87674E+01
  2109    0.19393E+03    0.34812E+01   -0.85794E+01
  2110    0.19326E+03    0.34708E+01   -0.83930E+01
  2111    0.19259E+03    0.34615E+01   -0.82082E+01
  2112    0.19190E+03    0.34533E+01   -0.80251E+01
  2113    0.19121E+03    0.34461E+01   -0.78438E+01
  2114    0.19052E+03    0.34401E+01   -0.76642E+01
  2115    0.18981E+03    0.34353E+01   -0.74864E+01
  2116    0.18911E+03    0.34316E+01   -0.73105E+01
  2117    0.18839E+03    0.34291E+01   -0.71368E+01
  2118    0.18767E+03    0.34274E+01   -0.69649E+01
  2119    0.18694E+03    0.34269E+01   -0.67951E+01
  2120    0.18620E+03    0.34274E+01   -0.66273E+01
  2121    0.18546E+03    0.34290E+01   -0.64619E+01
  2122    0.18471E+03    0.34316E+01   -0.62985E+01
  2123    0.18397E+03    0.34352E+01   -0.61375E+01
  2124    0.18322E+03    0.34398E+01   -0.59787E+01
  2125    0.18245E+03    0.34456E+01   -0.58222E+01
  2126    0.18170E+03    0.34521E+01   -0.56681E+01
  2127    0.18092E+03    0.34598E+01   -0.55166E+01
  2128    0.18016E+03    0.34684E+01   -0.53674E+01
  2129    0.17937E+03    0.34780E+01   -0.52208E+01
  2130    0.17859E+03    0.34885E+01   -0.50767E+01
  2131    0.17781E+03    0.35002E+01   -0.49352E+01
  2132    0.17702E+03    0.35126E+01   -0.47963E+01
  2133    0.17623E+03    0.35261E+01   -0.46601E+01
  2134    0.17544E+03    0.35404E+01   -0.45267E+01
  2135    0.17464E+03    0.35558E+01   -0.43957E+01
  2136    0.17384E+03    0.35718E+01   -0.42678E+01
  2137    0.17303E+03    0.35889E+01   -0.41426E+01
  2138    0.17222E+03    0.36069E+01   -0.40202E+01
  2139    0.17142E+03    0.36257E+01   -0.39007E+01
  2140    0.17061E+03    0.36454E+01   -0.37840E+01
  2141    0.16980E+03    0.36658E+01   -0.36703E+01
  2142    0.16898E+03    0.36871E+01   -0.35594E+01
  2143    0.16816E+03    0.37093E+01   -0.34516E+01
  2144    0.16733E+03    0.37322E+01   -0.33467E+01
  2145    0.16652E+03    0.37560E+01   -0.32449E+01
  2146    0.16569E+03    0.37805E+01   -0.31460E+01
  2147    0.16486E+03    0.38058E+01   -0.30502E+01
  2148    0.16405E+03    0.38320E+01   -0.29575E+01
  2149    0.16323E+03    0.38589E+01   -0.28679E+01
  2150    0.16240E+03    0.38864E+01   -0.27813E+01
  2151    0.16157E+03    0.39147E+01   -0.26979E+01
  2152    0.16075E+03    0.39437E+01   -0.26175E+01
  2153    0.15992E+03    0.39734E+01   -0.25403E+01
  2154    0.15910E+03    0.40037E+01   -0.24662E+01
  2155    0.15828E+03    0.40346E+01   -0.23951E+01
  2156    0.15745E+03    0.40662E+01   -0.23271E+01
  2157    0.15663E+03    0.40983E+01   -0.22622E+01
  2158    0.15582E+03    0.41310E+01   -0.22003E+01
  2159    0.15499E+03    0.41642E+01   -0.21415E+01
  2160    0.15417E+03    0.41979E+01   -0.20857E+01
  2161    0.15336E+03    0.42320E+01   -0.20329E+01
  2162    0.15254E+03    0.42667E+01   -0.19831E+01
  2163    0.15173E+03    0.43016E+01   -0.19363E+01
  2164    0.15092E+03    0.43370E+01   -0.18925E+01
  2165    0.15011E+03    0.43729E+01   -0.18516E+01
  2166    0.14931E+03    0.44090E+01   -0.18137E+01
  2167    0.14850E+03    0.44454E+01   -0.17786E+01
  2168    0.14770E+03    0.44822E+01   -0.17465E+01
  2169    0.14691E+03    0.45192E+01   -0.17172E+01
  2170    0.14612E+03    0.45565E+01   -0.16908E+01
  2171    0.14532E+03    0.45939E+01   -0.16672E+01
  2172    0.14454E+03    0.46316E+01   -0.16464E+01
  2173    0.14377E+03    0.46694E+01   -0.16284E+01
  2174    0.14299E+03    0.47075E+01   -0.16131E+01
  2175    0.14221E+03    0.47456E+01   -0.16005E+01
  2176    0.14144E+03    0.47836E+01   -0.15906E+01
  2177    0.14069E+03    0.48219E+01   -0.15833E+01
  2178    0.13994E+03    0.48602E+01   -0.15787E+01
  2179    0.13918E+03    0.48986E+01   -0.15766E+01
  2180    0.13843E+03    0.49369E+01   -0.15771E+01
  2181    0.13769E+03    0.49752E+01   -0.15802E+01
  2182    0.13695E+03    0.50134E+01   -0.15858E+01
  2183    0.13622E+03    0.50516E+01   -0.15938E+01
  2184    0.13549E+03    0.50897E+01   -0.16042E+01
  2185    0.13476E+03    0.51276E+01   -0.16170E+01
  2186    0.13405E+03    0.51655E+01   -0.16322E+01
  2187    0.13335E+03    0.52031E+01   -0.16497E+01
  2188    0.13264E+03    0.52406E+01   -0.16694E+01
  2189    0.13195E+03    0.52779E+01   -0.16914E+01
  2190    0.13127E+03    0.53149E+01   -0.17156E+01
  2191    0.13058E+03    0.53517E+01   -0.17419E+01
  2192    0.12991E+03    0.53881E+01   -0.17703E+01
  2193    0.12924E+03    0.54243E+01   -0.18008E+01
  2194    0.12858E+03    0.54603E+01   -0.18334E+01
  2195    0.12792E+03    0.54958E+01   -0.18680E+01
  2196    0.12728E+03    0.55310E+01   -0.19045E+01
  2197    0.12664E+03    0.55658E+01   -0.19428E+01
  2198    0.12601E+03    0.56002E+01   -0.19831E+01
  2199    0.12538E+03    0.56342E+01   -0.20252E+01
  2200    0.12477E+03    0.56677E+01   -0.20691E+01
