                         isw_bin0                euc1bincatz0e+00_bin0   euc1bincatz1e-03_bin0   euc1bincatz5e-03_bin0   euc1bincatz1e-02_bin0   euc1bincatz2e-02_bin0   euc1bincatz5e-02_bin0   euc1bincatz1e-01_bin0   euc1bincatz2e-01_bin0   isw_bin0                euc1bincatz0e+00_bin0   euc1bincatz1e-03_bin0   euc1bincatz5e-03_bin0   euc1bincatz1e-02_bin0   euc1bincatz2e-02_bin0   euc1bincatz5e-02_bin0   euc1bincatz1e-01_bin0   isw_bin0                euc1bincatz0e+00_bin0   euc1bincatz1e-03_bin0   euc1bincatz5e-03_bin0   euc1bincatz1e-02_bin0   euc1bincatz2e-02_bin0   euc1bincatz5e-02_bin0   isw_bin0                euc1bincatz0e+00_bin0   euc1bincatz1e-03_bin0   euc1bincatz5e-03_bin0   euc1bincatz1e-02_bin0   euc1bincatz2e-02_bin0   isw_bin0                euc1bincatz0e+00_bin0   euc1bincatz1e-03_bin0   euc1bincatz5e-03_bin0   euc1bincatz1e-02_bin0   isw_bin0                euc1bincatz0e+00_bin0   euc1bincatz1e-03_bin0   euc1bincatz5e-03_bin0   isw_bin0                euc1bincatz0e+00_bin0   euc1bincatz1e-03_bin0   isw_bin0                euc1bincatz0e+00_bin0   isw_bin0               
 lvals                   isw_bin0                euc1bincatz0e+00_bin0   euc1bincatz1e-03_bin0   euc1bincatz5e-03_bin0   euc1bincatz1e-02_bin0   euc1bincatz2e-02_bin0   euc1bincatz5e-02_bin0   euc1bincatz1e-01_bin0   euc1bincatz2e-01_bin0   euc1bincatz0e+00_bin0   euc1bincatz1e-03_bin0   euc1bincatz5e-03_bin0   euc1bincatz1e-02_bin0   euc1bincatz2e-02_bin0   euc1bincatz5e-02_bin0   euc1bincatz1e-01_bin0   euc1bincatz2e-01_bin0   euc1bincatz1e-03_bin0   euc1bincatz5e-03_bin0   euc1bincatz1e-02_bin0   euc1bincatz2e-02_bin0   euc1bincatz5e-02_bin0   euc1bincatz1e-01_bin0   euc1bincatz2e-01_bin0   euc1bincatz5e-03_bin0   euc1bincatz1e-02_bin0   euc1bincatz2e-02_bin0   euc1bincatz5e-02_bin0   euc1bincatz1e-01_bin0   euc1bincatz2e-01_bin0   euc1bincatz1e-02_bin0   euc1bincatz2e-02_bin0   euc1bincatz5e-02_bin0   euc1bincatz1e-01_bin0   euc1bincatz2e-01_bin0   euc1bincatz2e-02_bin0   euc1bincatz5e-02_bin0   euc1bincatz1e-01_bin0   euc1bincatz2e-01_bin0   euc1bincatz5e-02_bin0   euc1bincatz1e-01_bin0   euc1bincatz2e-01_bin0   euc1bincatz1e-01_bin0   euc1bincatz2e-01_bin0   euc1bincatz2e-01_bin0  
                     +72 +2.1598473469304174e-15 +5.8717439667732624e-07 +5.8629254094276169e-07 +5.8283640689799477e-07 +5.7867286757805637e-07 +5.7084481465186590e-07 +5.5095184200401515e-07 +5.2753662065854979e-07 +5.0536755546465094e-07 +3.1849544148785714e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.1831918829059544e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.1761938284279380e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.1675617073787429e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.1506717219208415e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.1028091935432406e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.0313053538651757e-11 +0.0000000000000000e+00 +2.9128992750666690e-11
                     +73 +2.0261284681367397e-15 +5.8019553966223565e-07 +5.7932352484876587e-07 +5.7590585543292354e-07 +5.7178851442853718e-07 +5.6404541478412075e-07 +5.4436057499730057e-07 +5.2116138624342360e-07 +4.9912562603908084e-07 +3.0638336642460305e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.0621412150296896e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.0554214210053977e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.0471325350549413e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.0309141383981342e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.9849547459427372e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.9162940808833065e-11 +0.0000000000000000e+00 +2.8025961290811636e-11
                     +74 +1.9021529794663465e-15 +5.7334823958965558e-07 +5.7248575588705390e-07 +5.6910530971883691e-07 +5.6503219114308280e-07 +5.5737228031707300e-07 +5.3789072984331808e-07 +5.1491319202577673e-07 +4.9300390921942079e-07 +2.9485751579010424e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.9469487710277184e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.9404912745858666e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.9325259334848580e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.9169405988264886e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.8727751657525566e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.8067945718959933e-11 +0.0000000000000000e+00 +2.6975346575959067e-11
                     +75 +1.7871812893476686e-15 +5.6663798076282382e-07 +5.6578483046097574e-07 +5.6244083813379777e-07 +5.5841142346037782e-07 +5.5083267391833049e-07 +5.3155049053328686e-07 +5.0878722110366648e-07 +4.8701311722229003e-07 +2.8386889144715073e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.8371250554400266e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.8309158230015631e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.8232567162884300e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.8082705732225396e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.7658031182001634e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.7023592050098921e-11 +0.0000000000000000e+00 +2.5972998820656265e-11
                     +76 +1.6804903052091716e-15 +5.6005341220642556e-07 +5.5920942133740049e-07 +5.5590120842376263e-07 +5.5191476802602314e-07 +5.4441570722480365e-07 +5.2532981309571675e-07 +5.0278858445889552e-07 +4.8113997291631324e-07 +2.7340719574539485e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.7325672428713960e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.7265928408258664e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.7192233981020870e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.7048040242624367e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.6639426693898851e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.6028981766128841e-11 +0.0000000000000000e+00 +2.5018121502608520e-11
                     +77 +1.5813266599722171e-15 +5.5359056823725802e-07 +5.5275554843569747e-07 +5.4948238047998300e-07 +5.4553787969190456e-07 +5.3811690501115098e-07 +5.1922351174696711e-07 +4.9687765058362030e-07 +4.7537322038367430e-07 +2.6343352889452090e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.6328864626392902e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.6271339625000194e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.6200382364387624e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.6061544285884251e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.5668107507100609e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.5080335792834754e-11 +0.0000000000000000e+00 +2.4107021013820935e-11
                     +78 +1.4891858910068729e-15 +5.4726125213753791e-07 +5.4643501037391064e-07 +5.4319613565285223e-07 +5.3929270419132745e-07 +5.3194815302853158e-07 +5.1324226244748031e-07 +4.9110189925038765e-07 +4.6972898463181964e-07 +2.5392720435053270e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.5378762203786730e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.5323341669954144e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.5254980276347199e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.5121221384723354e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.4742177911769523e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.4175908961093038e-11 +0.0000000000000000e+00 +2.3238201471581597e-11
                     +79 +1.4034725248224464e-15 +5.4104547800237466e-07 +5.4022784831387181e-07 +5.3702262302350814e-07 +5.3315950008251232e-07 +5.2588999029297485e-07 +5.0736935545002195e-07 +4.8542758417618566e-07 +4.6418218072759832e-07 +2.4486870205889294e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.4473414421164612e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.4419988828885914e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.4354088201629575e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.4225144153036822e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.3859744893204618e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.3313859605085293e-11 +0.0000000000000000e+00 +2.2409906240748281e-11
                     +80 +1.3235591166242468e-15 +5.3495358705784001e-07 +5.3414438298303473e-07 +5.3097418680551440e-07 +5.2714839437927393e-07 +5.1995231038415867e-07 +5.0161413650400358e-07 +4.7987011120433680e-07 +4.5876329063383257e-07 +2.3643636622159921e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.3630654993485675e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.3579112016628236e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.3515533601103236e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.3391133293515590e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.3038610002898397e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.2490307094764610e-11 +0.0000000000000000e+00 +2.1618419615638765e-11
                     +81 +1.2489753230756425e-15 +5.2898516954845989e-07 +5.2818423460985680e-07 +5.2504425702089607e-07 +5.2125933280815250e-07 +5.1413553118154310e-07 +4.9597412779550619e-07 +4.7442102119349026e-07 +4.5344768276869371e-07 +2.2820340817462812e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.2807829736711853e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.2758155049367979e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.2696881174524478e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.2576990031993245e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.2237244729907149e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.1729684965824372e-11 +0.0000000000000000e+00 +2.0889196375400159e-11
                     +82 +1.1793153261462291e-15 +5.2312516130273510e-07 +5.2233228014625163e-07 +5.1922376878214141e-07 +5.1547654577796273e-07 +5.0842292585017906e-07 +4.9044076144758242e-07 +4.6907702130284552e-07 +4.4822567587092496e-07 +2.2033551726421821e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.2021489886518096e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.1973598889893959e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.1914525202867703e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.1798939044016164e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.1471393125052574e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.0982058531359490e-11 +0.0000000000000000e+00 +2.0171749732272276e-11
                     +83 +1.1140820428367475e-15 +5.1738277488237878e-07 +5.1659762143187892e-07 +5.1351966981645964e-07 +5.0980930435274354e-07 +5.0282453613170805e-07 +4.8500827692107069e-07 +4.6383420473495720e-07 +4.4311665785739164e-07 +2.1282073525516878e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.1270439356832410e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.1224246409683478e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.1167267271744194e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.1055779399213948e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.0739847128221903e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.0267862650596301e-11 +0.0000000000000000e+00 +1.9486284605263001e-11
                     +84 +1.0531229414351217e-15 +5.1174738954319404e-07 +5.1097015862747991e-07 +5.0792280968514206e-07 +5.0424887040868155e-07 +4.9733146489147061e-07 +4.7968212681067152e-07 +4.5869064827441666e-07 +4.3809629660958647e-07 +2.0562708406015685e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.0551483185894092e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.0506913950749399e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.0451937666405147e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.0344368664787570e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.0039541617700757e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.9584147700094136e-11 +0.0000000000000000e+00 +1.8830042629160007e-11
                     +85 +9.9607766061094539e-16 +5.0622196818490505e-07 +5.0545232589839790e-07 +5.0243463859136867e-07 +4.9879647004156454e-07 +4.9194573533031881e-07 +4.7446043858763358e-07 +4.5364829910319933e-07 +4.3317601976730055e-07 +1.9874491492630396e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.9863655343249901e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.9820630896105852e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.9767560112363051e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.9663719496534451e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.9369457880132722e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.8929848102801256e-11 +0.0000000000000000e+00 +1.8201880623437063e-11
                     +86 +9.4278256848697054e-16 +5.0080602059266986e-07 +5.0004379280811021e-07 +4.9705508698794227e-07 +4.9345144597398261e-07 +4.8666538265503560e-07 +4.6934043467183237e-07 +4.4870503156140727e-07 +4.2834811607977895e-07 +1.9216018832255625e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.9205551028857250e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.9163989082983945e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.9112722298916090e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.9012411467725862e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.8728152489742129e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.8303486073700633e-11 +0.0000000000000000e+00 +1.7600263906229927e-11
                     +87 +8.9289559120605135e-16 +4.9548691238188429e-07 +4.9473195802141150e-07 +4.9152067332688844e-07 +4.8820213186441051e-07 +4.8147962749696002e-07 +4.6431040894199588e-07 +4.4384851045368582e-07 +4.2362357222867239e-07 +1.8585137175132105e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.8575021721222841e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.8534858763259222e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.8485317634946226e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.8388383297254951e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.8113692564093765e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.7703320550520830e-11 +0.0000000000000000e+00 +1.7023769057977368e-11
                     +88 +8.4611578721958874e-16 +4.9027504670331633e-07 +4.8952715237573879e-07 +4.8659438655038210e-07 +4.8305807432146313e-07 +4.7639761584951452e-07 +4.5938424458128765e-07 +4.3909111935459984e-07 +4.1898717112489080e-07 +1.7981090181258053e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.7971309722989447e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.7932476850255279e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.7884576386035772e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.7790852243442826e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.7525258501772528e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.7128476865539988e-11 +0.0000000000000000e+00 +1.6471430224449437e-11
                     +89 +8.0219704986996825e-16 +4.8515710383672197e-07 +4.8441623195231679e-07 +4.8151100823747456e-07 +4.7800903218261423e-07 +4.7140790070760959e-07 +4.5454598670270023e-07 +4.3441960087250537e-07 +4.1443198562988979e-07 +1.7367564203087839e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.7358026723079690e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.7320158584676230e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.7273448123128143e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.7182052391791336e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.6923056858870194e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.6536132563579621e-11 +0.0000000000000000e+00 +1.5895409089099037e-11
                     +90 +7.6087047386724040e-16 +4.8013878538040509e-07 +4.7940474344060236e-07 +4.7652621984277903e-07 +4.7305554958272307e-07 +4.6651453179489901e-07 +4.4980045983734044e-07 +4.2983664906731467e-07 +4.0997073464037186e-07 +1.6813581666926089e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.6804350037940138e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.6767696267360227e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.6722483732140672e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.6634018908950503e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.6383328929322478e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.6008812648636221e-11 +0.0000000000000000e+00 +1.5388636103685389e-11
                     +91 +7.2201096506666811e-16 +4.7521216347632516e-07 +4.7448480416096157e-07 +4.7163240514426812e-07 +4.6819219620243313e-07 +4.6171086973496482e-07 +4.4514136605700543e-07 +4.2533759922013952e-07 +4.0558377718618636e-07 +1.6282530746902593e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.6273592817341782e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.6238105167212033e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.6194331045042188e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.6108680683715286e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.5865966274056463e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.5503365032039269e-11 +0.0000000000000000e+00 +1.4902919077975441e-11
                     +92 +6.8540649083356069e-16 +4.7037905711634636e-07 +4.6965825075995541e-07 +4.6683154137721255e-07 +4.6342208172428695e-07 +4.5699812646112564e-07 +4.4057111133614761e-07 +4.2092325178420049e-07 +4.0128352528921784e-07 +1.5774212297370531e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.5765555534141919e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.5731184242376520e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.5688787151575271e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.5605831150030642e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.5370751967285416e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.5019557311164163e-11 +0.0000000000000000e+00 +1.4437999980627355e-11
