                         isw_bin0                eucz7000_b20000_bin0    eucz7000_b20010_bin0    eucz7000_b20100_bin0    eucz7000_b20500_bin0    eucz7000_b21000_bin0    eucz7000_b22000_bin0    eucz7000_b25000_bin0    eucz7000_b210000_bin0   isw_bin0                eucz7000_b20000_bin0    eucz7000_b20010_bin0    eucz7000_b20100_bin0    eucz7000_b20500_bin0    eucz7000_b21000_bin0    eucz7000_b22000_bin0    eucz7000_b25000_bin0    isw_bin0                eucz7000_b20000_bin0    eucz7000_b20010_bin0    eucz7000_b20100_bin0    eucz7000_b20500_bin0    eucz7000_b21000_bin0    eucz7000_b22000_bin0    isw_bin0                eucz7000_b20000_bin0    eucz7000_b20010_bin0    eucz7000_b20100_bin0    eucz7000_b20500_bin0    eucz7000_b21000_bin0    isw_bin0                eucz7000_b20000_bin0    eucz7000_b20010_bin0    eucz7000_b20100_bin0    eucz7000_b20500_bin0    isw_bin0                eucz7000_b20000_bin0    eucz7000_b20010_bin0    eucz7000_b20100_bin0    isw_bin0                eucz7000_b20000_bin0    eucz7000_b20010_bin0    isw_bin0                eucz7000_b20000_bin0    isw_bin0               
 lvals                   isw_bin0                eucz7000_b20000_bin0    eucz7000_b20010_bin0    eucz7000_b20100_bin0    eucz7000_b20500_bin0    eucz7000_b21000_bin0    eucz7000_b22000_bin0    eucz7000_b25000_bin0    eucz7000_b210000_bin0   eucz7000_b20000_bin0    eucz7000_b20010_bin0    eucz7000_b20100_bin0    eucz7000_b20500_bin0    eucz7000_b21000_bin0    eucz7000_b22000_bin0    eucz7000_b25000_bin0    eucz7000_b210000_bin0   eucz7000_b20010_bin0    eucz7000_b20100_bin0    eucz7000_b20500_bin0    eucz7000_b21000_bin0    eucz7000_b22000_bin0    eucz7000_b25000_bin0    eucz7000_b210000_bin0   eucz7000_b20100_bin0    eucz7000_b20500_bin0    eucz7000_b21000_bin0    eucz7000_b22000_bin0    eucz7000_b25000_bin0    eucz7000_b210000_bin0   eucz7000_b20500_bin0    eucz7000_b21000_bin0    eucz7000_b22000_bin0    eucz7000_b25000_bin0    eucz7000_b210000_bin0   eucz7000_b21000_bin0    eucz7000_b22000_bin0    eucz7000_b25000_bin0    eucz7000_b210000_bin0   eucz7000_b22000_bin0    eucz7000_b25000_bin0    eucz7000_b210000_bin0   eucz7000_b25000_bin0    eucz7000_b210000_bin0   eucz7000_b210000_bin0  
                     +72 +2.1695462762558672e-15 +5.8717439667732243e-07 +6.2708811490022257e-07 +1.0535188937602811e-06 +4.4125027253707405e-06 +1.1971824614059659e-05 +3.8292429548363952e-05 +2.0686997350953897e-04 +7.8655163224218951e-04 +3.1849544148784570e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.3038866979453158e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.3742772455470467e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +9.1315685682214042e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.5078182721564355e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.6971411028250244e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +6.2644651874909017e-10 +0.0000000000000000e+00 +1.2210540599890466e-09
                     +73 +2.0345630033496394e-15 +5.8019553966223025e-07 +6.1966197767089372e-07 +1.0413721006407831e-06 +4.3641239985795597e-06 +1.1843162533798884e-05 +3.7886591732335307e-05 +2.0469960732765347e-04 +7.7833045811980884e-04 +3.0638336642459219e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.1783705074018518e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.2092020958052208e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +8.7906758220424181e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.4517517979838912e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.5971202295431901e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +6.0327178874921713e-10 +0.0000000000000000e+00 +1.1759144267273360e-09
                     +74 +1.9092648648594823e-15 +5.7334823958965124e-07 +6.1237432528753464e-07 +1.0294288381573769e-06 +4.3164084254339522e-06 +1.1716185652989621e-05 +3.7485632884430807e-05 +2.0255393664452318e-04 +7.7020080819566324e-04 +2.9485751579009377e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.0589238701661597e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.0520622805531632e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +8.4660107711620701e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.3983446384423201e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.5018317610945469e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +5.8117208325172746e-10 +0.0000000000000000e+00 +1.1328666302735595e-09
                     +75 +1.7939638876763753e-15 +5.6663798076281874e-07 +6.0523102476054647e-07 +1.0177042742837785e-06 +4.2694328073209707e-06 +1.1590883220085167e-05 +3.7089731324106854e-05 +2.0043382791680418e-04 +7.6216604223920507e-04 +2.8386889144714065e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.9450372986304766e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.9021727560621098e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +8.1561081224249231e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.3473527330378440e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.4108365746285480e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +5.6008544875765596e-10 +0.0000000000000000e+00 +1.0917902202361280e-09
                     +76 +1.6855524006794016e-15 +5.6005341220642048e-07 +5.9822012062359961e-07 +1.0061799413981347e-06 +4.2231175803427647e-06 +1.1467280471771381e-05 +3.6698878359446625e-05 +1.9833979584174704e-04 +7.5422855098038514e-04 +2.7340719574538510e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.8366031329668243e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.7593837125835866e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +7.8624287365600126e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.2987189508751199e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.3240307060048551e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +5.3996790972848638e-10 +0.0000000000000000e+00 +1.0525996066297858e-09
                     +77 +1.5846436198143428e-15 +5.5359056823725368e-07 +5.9133773805099842e-07 +9.9485393822705055e-07 +4.1774949333641009e-06 +1.1345440133937530e-05 +3.6313222548324031e-05 +1.9627220903101355e-04 +7.4639081967487679e-04 +2.6343352889451159e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.7332209191888786e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.6231915913827460e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +7.5811489637473222e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.2526717369546269e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.2411461337697739e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +5.2075982596254315e-10 +0.0000000000000000e+00 +1.0151790003549660e-09
                     +78 +1.4907903437863237e-15 +5.4726125213753283e-07 +5.8459626852647872e-07 +9.8374148760358555e-07 +4.1326237994924087e-06 +1.1225360336813000e-05 +3.5932948344251836e-05 +1.9423268064580848e-04 +7.3865481402667012e-04 +2.5392720435052372e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.6346779285040122e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.4933308934929901e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +7.3129251467231519e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.2084861957005391e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.1628735577569874e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +5.0242107214432989e-10 +0.0000000000000000e+00 +9.7945031239959667e-10
                     +79 +1.4034094377950107e-15 +5.4104547800236957e-07 +5.7797475245616505e-07 +9.7282004763693660e-07 +4.0884085481370954e-06 +1.1107207166100542e-05 +3.5557924628575994e-05 +1.9222010807159817e-04 +7.3102207351213486e-04 +2.4486870205888421e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.5407695015523385e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.3717852723016287e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +7.0563779290216657e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.1662118749921712e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.0873600391721795e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.8490193420306348e-10 +0.0000000000000000e+00 +9.4531690639060679e-10
                     +80 +1.3220460767092892e-15 +5.3495358705783588e-07 +5.7148425614672295e-07 +9.6210516164544403e-07 +4.0449462685808839e-06 +1.0990520417877691e-05 +3.5188458423531356e-05 +1.9023647953937833e-04 +7.2349712865794284e-04 +2.3643636622159042e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.4533000044665328e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.2537270847221886e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +6.8111807747473270e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.1257997887278753e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.0151632112341598e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.6832534787530144e-10 +0.0000000000000000e+00 +9.1268414808671571e-10
                     +81 +1.2462364956608171e-15 +5.2898516954845492e-07 +5.6512439744872723e-07 +9.5158524733276989e-07 +4.0021407877795651e-06 +1.0875732136936029e-05 +3.4824209416933058e-05 +1.8827982762246236e-04 +7.1607334637034529e-04 +2.2820340817461959e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.3679320951330681e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.1410142156149181e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +6.5769347510898012e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.0871835420433409e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.9461636759120617e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.5231040775182254e-10 +0.0000000000000000e+00 +8.8180047468618312e-10
                     +82 +1.1755050244081862e-15 +5.2312516130273013e-07 +5.5887932819705823e-07 +9.4125110073589053e-07 +3.9600691442509440e-06 +1.0762781714297126e-05 +3.4465533239014037e-05 +1.8635232132513524e-04 +7.0875882691722022e-04 +2.2033551726421004e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.2863485573387242e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.0332890196083405e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +6.3530244074732975e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.0502693642304494e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.8802032111966893e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.3700047520954076e-10 +0.0000000000000000e+00 +8.5196739869266059e-10
                     +83 +1.1094039188376248e-15 +5.1738277488237920e-07 +5.5275917567597703e-07 +9.3111046781091835e-07 +3.9187004119466874e-06 +1.0651600802782494e-05 +3.4112298087614252e-05 +1.8445337912635765e-04 +7.0155164554723949e-04 +2.1282073525516080e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.2084251857975675e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.9303856850112064e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +6.1390990148496029e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.0149990677147594e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.8171774001743581e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.2237123975531548e-10 +0.0000000000000000e+00 +8.2346040598511494e-10
                     +84 +1.0476092776945035e-15 +5.1174738954318928e-07 +5.4675175883016325e-07 +9.2115120137769059e-07 +3.8779774154432522e-06 +1.0542191052264658e-05 +3.3764531746236985e-05 +1.8258304225757621e-04 +6.9445210880546661e-04 +2.0562708406014919e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.1338281987950387e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.8318444225369622e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +5.9341387502788440e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +9.8120066599561981e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.7567742479310901e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.0834949937375018e-10 +0.0000000000000000e+00 +7.9613629034148541e-10
                     +85 +9.8986141930772547e-16 +5.0622196818490029e-07 +5.4086139466348124e-07 +9.1138684115984167e-07 +3.8379867079834701e-06 +1.0434561803418264e-05 +3.3422290874068856e-05 +1.8074174774582855e-04 +6.8746180076048071e-04 +1.9874491492629652e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.0624575681398040e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.7375333380313497e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +5.7378700931048860e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +9.4882910369468065e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.6989132924630650e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.9491658587682174e-10 +0.0000000000000000e+00 +7.6939497238103017e-10
                     +86 +9.3883650414963647e-16 +5.0080602059266510e-07 +5.3508708543572118e-07 +9.0179661294638206e-07 +3.7986322022568052e-06 +1.0328716858286468e-05 +3.3085516842391916e-05 +1.7892896269412100e-04 +6.8057887668267615e-04 +1.9216018832254908e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.9941663711347505e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.6472467623180886e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +5.5498262786884820e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +9.1780506741514712e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.6434499465077452e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.8172956919447351e-10 +0.0000000000000000e+00 +7.4427859763165163e-10
                     +87 +8.8864095825354854e-16 +4.9548691238187974e-07 +5.2941578829820775e-07 +8.9237830303283903e-07 +3.7599816687767521e-06 +1.0224572861595956e-05 +3.2754027479447596e-05 +1.7714499345324278e-04 +6.7380447819858171e-04 +1.8585137175131411e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.9287343059083840e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.5607196014655701e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +5.3695431372752837e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +8.8805725570374245e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.5902631396561710e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.6939503457064497e-10 +0.0000000000000000e+00 +7.2024018402447032e-10
                     +88 +8.4161621384080671e-16 +4.9027504670331210e-07 +5.2385829934220068e-07 +8.8314058201764740e-07 +3.7219948712233120e-06 +1.0122204360055226e-05 +3.2428086292340951e-05 +1.7538947166679603e-04 +6.6713757364674018e-04 +1.7981090181257378e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.8660839474566506e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.4778583114348643e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +5.1968554846713722e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +8.5956019512170036e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.5379383893620353e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.5756568573319164e-10 +0.0000000000000000e+00 +6.9718543039483818e-10
                     +89 +7.9749601801233574e-16 +4.8515710383671742e-07 +5.1840074027165704e-07 +8.7406885219197717e-07 +3.6846623777776019e-06 +1.0021550751292370e-05 +3.2107476824977671e-05 +1.7366249831326572e-04 +6.6057831281794558e-04 +1.7367564203087216e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.8025277692952944e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.3944699101744513e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +5.0311020130320528e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +8.3220852845861904e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.4891026217623312e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.4622430913595199e-10 +0.0000000000000000e+00 +6.7508105406881668e-10
                     +90 +7.5610150994130443e-16 +4.8013878538040053e-07 +5.1304899614245111e-07 +8.6516270599187803e-07 +3.6479645813450577e-06 +9.9225991667878256e-06 +3.1792187268401520e-05 +1.7196372360507966e-04 +6.5412557183195622e-04 +1.6813581666925488e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.7450652872768100e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.3184293725351575e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.8667141959055907e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +8.0520702251186319e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.4422782283544717e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.3534918458822967e-10 +0.0000000000000000e+00 +6.5388478750953387e-10
                     +91 +7.1724425833752082e-16 +4.7521216347632156e-07 +5.0779500363930205e-07 +8.5641420788156430e-07 +3.6119192816476016e-06 +9.8252979583069548e-06 +3.1482148560370041e-05 +1.7029283950083029e-04 +6.4777829246014150e-04 +1.6282530746902008e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.6899786274068315e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.2455086018565086e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.7145307105217418e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +7.8008083463532831e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.3973363618016368e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.2491029433005612e-10 +0.0000000000000000e+00 +6.3366869458099706e-10
                     +92 +6.8077170192125723e-16 +4.7037905711634196e-07 +5.0264044204554212e-07 +8.4784021913929039e-07 +3.5765428553593809e-06 +9.7297322315263377e-06 +3.1177381314382931e-05 +1.6865014014578553e-04 +6.4153736768229397e-04 +1.5774212297369966e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.6372476062649366e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +2.1756849950164015e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +4.5687400561340187e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +7.5600588825310415e-11 +0.0000000000000000e+00 +0.0000000000000000e+00 +0.0000000000000000e+00 +1.3542696535325083e-10 +0.0000000000000000e+00 +0.0000000000000000e+00 +3.1490609493707221e-10 +0.0000000000000000e+00 +6.1412950071665292e-10
